"","subject","activity","Mean.of.the.body.acceleration.magnitude.Time.Domain.","Mean.of.the.gravity.acceleration.magnitude.Time.Domain.","Mean.of.the.body.acceleration.magnitude.when.it.jerks.Time.Domain.","Mean.of.the.body.angular.speed.magnitude.Time.Domain.","Mean.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain.","Mean.of.the.body.acceleration.magnitude..Frequency.Domain.","Mean.of.the.body.acceleration.magnitude.when.it.jerks.Frequency.Domain.","Mean.of.the.body.angular.speed.magnitude.Frequency.Domain.","Mean.of.the.body.angular.speed.magnitude.when.it.jerks.Frequency.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.Time.Domain.","Standard.deviation.of.the.gravity.acceleration.magnitude.Time.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.when.it.jerks.Time.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.Time.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.Frequency.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.when.it.jerks.Frequency.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.Time.Domain..1","Standard.deviation.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain..1"
"155","26","WALKING_DOWNSTAIRS",0.02150285076,0.4844266194,0.077280178682,-0.30299167256,-0.8067865618,-0.129374956454,0.28061720292,0.9467972718,0.1539063202,0.02150285076,0.4844266194,0.077280178682,-0.30299167256,-0.8067865618,0.038596672354,0.18827643134,-0.10058123824,0.05365144942
"156","26","WALKING_UPSTAIRS",0.0899715386363636,0.477518528,-0.175437877490909,-0.651347121818182,-0.821772315272727,0.0559758229018182,-0.101605681534545,0.942095257090909,-0.00199310572363636,0.0899715386363636,0.477518528,-0.175437877490909,-0.651347121818182,-0.821772315272727,-0.187616367672727,0.241369292709091,-0.279172918454545,0.182482072153818
"157","27","LAYING",0.685530590675676,0.839478614324324,-0.981947611216216,-0.998905182837838,-0.999746313783784,-0.0263348111601351,-0.154639840469459,-0.530434604864865,0.84539238027027,0.685530590675676,0.839478614324324,-0.981947611216216,-0.998905182837838,-0.999746313783784,-0.0397270134778378,0.245279165985135,0.264235323201351,-0.129435176110811
"158","27","SITTING",0.684785659857143,0.835284553857143,-0.977923071714286,-0.999416400857143,-0.998915031857143,-0.0860380791514286,-0.387810923071429,0.839464714,0.276417431042857,0.684785659857143,0.835284553857143,-0.977923071714286,-0.999416400857143,-0.998915031857143,0.0339236445625714,0.0986702957028571,0.190819394558571,-0.125954706204286
"159","27","STANDING",0.672452673875,0.82848649125,-0.97296205675,-0.999815797875,-0.99831743375,-0.0588920152525,-0.04668812505775,0.965351492,-0.00557416876082625,0.672452673875,0.82848649125,-0.97296205675,-0.999815797875,-0.99831743375,0.132024064025,0.12602081796,0.10667228644375,-0.070231549375025
"160","27","WALKING",0.224033399368421,0.390896408421053,-0.238238820877193,-0.784857880701754,-0.870730912807018,-0.298844153649123,-0.0240527256350877,0.944759287368421,-0.126210937305263,0.224033399368421,0.390896408421053,-0.238238820877193,-0.784857880701754,-0.870730912807018,0.0419113540578947,0.0955120350877193,-0.080649524377193,0.16544799607193
"161","27","WALKING_DOWNSTAIRS",0.0418871394318182,0.195379390186818,0.0646974382725,-0.309566205886364,-0.838450869090909,0.133705859727273,-0.440644389977273,0.931380178636364,-0.140047614122727,0.0418871394318182,0.195379390186818,0.0646974382725,-0.309566205886364,-0.838450869090909,-0.259298000279091,0.363731348527273,-0.159208729004545,0.207602070813636
"162","27","WALKING_UPSTAIRS",0.200138406901961,0.345294684666667,-0.155500775823529,-0.74857179627451,-0.839880257647059,0.211455631413726,-0.451851862156863,0.868000278627451,-0.294642640196078,0.200138406901961,0.345294684666667,-0.155500775823529,-0.74857179627451,-0.839880257647059,-0.218920922941176,0.248059117588235,-0.232993017333333,0.164148150188235
"163","28","LAYING",0.674430740625,0.815688146875,-0.95587046625,-0.998644113375,-0.997940534,-0.05852387192125,-0.37583380714375,-0.490334541875,0.0157570025,0.674430740625,0.815688146875,-0.95587046625,-0.998644113375,-0.997940534,0.04275561098825,-0.05460189706375,0.13071650803625,-0.140778243935
"164","28","SITTING",0.664375254861111,0.811493229305556,-0.955870212361111,-0.999630937777778,-0.99805715375,-0.0370641259152778,-0.303545767773611,0.907331309166667,0.135402566816667,0.664375254861111,0.811493229305556,-0.955870212361111,-0.999630937777778,-0.99805715375,0.039248897375,0.0368522921188472,-0.0276149100541667,0.0120098346902778
"165","28","STANDING",0.631741844303797,0.799736723164557,-0.927858306455696,-0.99941455164557,-0.992621144936709,-0.0314200875136709,-0.193807570450633,0.948514848481013,-0.0385830501632911,0.631741844303797,0.799736723164557,-0.927858306455696,-0.99941455164557,-0.992621144936709,0.0374550547037975,0.107527485108861,-0.12599998165443,0.041898123891519
"166","28","WALKING",0.0616296568518519,0.39459178462963,-0.185380085464815,-0.743890409074074,-0.847291817222222,-0.010916630417037,0.0459818617516667,0.942930275555556,-0.125912861222222,0.0616296568518519,0.39459178462963,-0.185380085464815,-0.743890409074074,-0.847291817222222,-0.0690662081148148,0.112053575935185,-0.219645611888889,0.144713844331481
"167","28","WALKING_DOWNSTAIRS",-0.0917020892055652,0.232051143495652,0.0796907075391304,-0.355527043086957,-0.735177178043478,-0.0313392215195652,-0.295346230691304,0.929291680434783,-0.121477255782609,-0.0917020892055652,0.232051143495652,0.0796907075391304,-0.355527043086957,-0.735177178043478,-0.202474524652174,0.338130143652174,-0.124651300367391,0.0955651501521739
"168","28","WALKING_UPSTAIRS",0.0631261381843137,0.299251687215686,-0.202373290784314,-0.708384109215686,-0.854880820588235,0.0935089254078431,-0.376027738137255,0.854508231764706,-0.265207858431373,0.0631261381843137,0.299251687215686,-0.202373290784314,-0.708384109215686,-0.854880820588235,-0.193548710732941,0.218430506,-0.229099372403922,0.188492262384314
"169","29","LAYING",0.690440666666667,0.839760828405797,-0.986450027391304,-0.998897941594203,-0.999897310869565,0.00965592381449275,-0.00206986973478261,-0.346789842753623,0.590452224057971,0.690440666666667,0.839760828405797,-0.986450027391304,-0.998897941594203,-0.999897310869565,0.0349242096289855,0.273618809927536,0.355273012318841,-0.163476033289855
"170","29","SITTING",0.680884674,0.828878391666667,-0.977833372833333,-0.999717983,-0.998206785833333,-0.081923488315,-0.3339517032,0.891563755166667,0.286256063666667,0.680884674,0.828878391666667,-0.977833372833333,-0.999717983,-0.998206785833333,0.0621577676705,0.101638713651667,0.165832121016667,-0.094570790975
"171","29","STANDING",0.680299602769231,0.838020800769231,-0.984734133846154,-0.999959091692308,-0.999464946615385,-0.0794587110841539,-0.0995168967461538,0.974508732,0.0316145849747692,0.680299602769231,0.838020800769231,-0.984734133846154,-0.999959091692308,-0.999464946615385,0.139646344016923,0.0950821960676923,0.137497086144615,-0.161986867369231
"172","29","WALKING",0.047448511354717,0.449238293773585,-0.107202992741509,-0.655260267169811,-0.838685424339623,0.159411731132075,0.0490596992532076,0.96237438509434,0.0955792142264151,0.047448511354717,0.449238293773585,-0.107202992741509,-0.655260267169811,-0.838685424339623,-0.18272113699434,0.35863746245283,0.0475667316981132,0.0696665539471698
"173","29","WALKING_DOWNSTAIRS",0.0266817231291667,0.300291318083333,0.05444951305,-0.312276339645833,-0.845232147708333,-0.0496097909708333,0.0440386439229167,0.948486215,0.0919650454166667,0.0266817231291667,0.300291318083333,0.05444951305,-0.312276339645833,-0.845232147708333,-0.113279109777083,0.276179173054167,-0.0232533117291667,0.137662152283333
"174","29","WALKING_UPSTAIRS",0.225192328081633,0.36430448877551,0.0172555388938775,-0.578434834285714,-0.845311026938775,0.290333016883673,-0.0935931636489796,0.929258953877551,0.0443786011771429,0.225192328081633,0.36430448877551,0.0172555388938775,-0.578434834285714,-0.845311026938775,-0.253793192102041,0.193373480810204,-0.205247878265306,0.13348741555
"175","30","LAYING",0.668577032285714,0.826070199428571,-0.968549215142857,-0.999197864285714,-0.998307791285714,0.0316561134544286,-0.249429070822857,-0.344737755285714,0.681459210714286,0.668577032285714,0.826070199428571,-0.968549215142857,-0.999197864285714,-0.998307791285714,0.0181294436714286,0.166962149691429,0.133443207146429,-0.106627634968571
"176","30","SITTING",0.678703138064516,0.829097562096774,-0.955432971774194,-0.998502615,-0.992221584032258,-0.0593667873437097,-0.328286938903226,0.825473836935484,0.34476602,0.678703138064516,0.829097562096774,-0.955432971774194,-0.998502615,-0.992221584032258,0.0485797537790323,0.129281266546774,0.0635161146129032,-0.0688460929433871
"177","30","STANDING",0.639197401186441,0.791544264237288,-0.933713444067797,-0.999324073050847,-0.995133468644068,-0.058769266340678,-0.203036247532203,0.968556705084746,0.0243044362542373,0.639197401186441,0.791544264237288,-0.933713444067797,-0.999324073050847,-0.995133468644068,0.0410732343847458,0.22853718462,-0.0387789548237288,-0.0815623712271186
"178","30","WALKING",0.241928025723077,0.303823459261538,-0.198352361046154,-0.782038938,-0.866235588307692,-0.062022867992,-0.119317219147231,0.965217551076923,-0.00392556384476923,0.241928025723077,0.303823459261538,-0.198352361046154,-0.782038938,-0.866235588307692,-0.240248621398462,0.291406553213846,-0.123692559230769,0.121882134109231
"179","30","WALKING_DOWNSTAIRS",-0.0260919913483871,0.290786255645161,-0.0289001171403226,-0.541066490983871,-0.811794852741936,0.0243648864370968,-0.132123993206452,0.958000491451613,0.0288081674653226,-0.0260919913483871,0.290786255645161,-0.0289001171403226,-0.541066490983871,-0.811794852741936,-0.177327224758065,0.323465092564516,-0.203457578227097,0.174238043593548
"180","30","WALKING_UPSTAIRS",0.263152474769231,0.359866608,-0.121541361862462,-0.782060978153846,-0.846406999384615,0.20049272356,-0.2411540259,0.93182983,-0.0221401100714154,0.263152474769231,0.359866608,-0.121541361862462,-0.782060978153846,-0.846406999384615,-0.152182128918462,0.140330553733846,-0.336484919149231,0.213182463938462
